,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
16108,6,R,Alexandre Moors,"2,797",80190,Hollywood / English,English,"19 Sep, 2013",Jan 19 2013,1h 33min,An abandoned boy is lured to America and drawn into the shadow of a dangerous father figure. Inspired by the real life events that led to the 2002 Beltway sniper attacks.,Blue Caprice,"14,751",Ronnie Porto
16109,4.5,,,"6,449",80189,Hollywood / English,English,"19 Sep, 2013",Sep 24 2013,85 min,"Quinn Forte had it all: power, money, a brother who idolized him, and a woman who loved him. He also had enemies. In the course of one night, he loses everything. Betrayed by someone in his inner circle, Quinn is set up and arrested. His father, the patriarch of the criminal empire is killed and his brother suspects that Quinn is behind it all. When he's released from jail he tries to escape the demons from his past, but that becomes an impossible task. Campbell, the ruthless new leader of ""The Company"" won't let him leave in peace. So instead of escaping them, Quinn fights back. He joins forces with his former henchman and friend, The Swede, and takes on his enemies head on.",Blood of Redemption,"19,765",
16110,6.4,PG-13,Carl Franklin,"3,018",80187,Hollywood / English,"English,Spanish","19 Sep, 2013",Feb 22 2013,1h 46min,"A drama set in New Mexico during WWII, centered on the relationship between a young man and an elderly medicine woman who helps him contend with the battle between good and evil that rages in his village.","Bless Me, Ultima","12,617","Rudolfo Anaya, Carl Franklin"
16111,5.9,Not Rated,"Spike Brandt, Tony Cervone","21,377",80182,Anime / Kids,"English,Spanish","19 Sep, 2013",Sep 09 2013,57,"Tom and Jerry are the faithful servants of Jack, the owner of a struggling storybook amusement park that gets a much-needed boost thanks to some mysterious magical beans.",Tom and Jerry's Giant Adventure,"49,379",Paul Dini
16112,5.6,,"Max Giwa, Dania Pasquini","23,397",11265,Hollywood / English,English,"21 Jul, 2012",Mar 30 2012,85,"After suffering humiliation by the crew Invincible, street dancer Ash (Hentschel) looks to gather the best dancers from around the world for a rematch.",StreetDance 2,"60,342",Jane English
16113,7,PG-13,Robert Schwentke,"46,968",3165,Hollywood / English,"English,Russian","15 Oct, 2010",Oct 15 2010,111,"Frank (Bruce Willis) is retired, bored and lonely living off his government pension in a nondescript suburb in an equally nondescript house. The only joy in Frank's life are his calls to the government pension processing center when he gets to talk to his case worker Sarah (Mary-Louis Parker). Sarah is as bored and lonely as Frank and marks her conversations with the unknown Frank and her spy novels as the only things fun in her life. When something in Frank's past forces Frank back into his old line of work and puts an unwitting Sarah in the middle of the intrigue, Frank and Sarah begin a journey into Franks past and the people he used to work with. Like Frank they are all RED ... Retired Extremely Dangerous.",Red,"103,369","Jon Hoeber, Erich Hoeber, Warren Ellis"
16114,,,,"19,747",80181,Stage shows,Hindi,"19 Sep, 2013",Sep 18 2013,,,HalfPlate,"45,309",
16115,,,,"14,585",80180,Stage shows,Hindi,"19 Sep, 2013",Sep 18 2013,,,Aao Sach Bolein,"34,213",
16116,5.6,PG,Tarsem Singh,"16,864",10257,Hollywood / English,English,"31 Mar, 2012",Mar 30 2012,106,"After a beloved King vanishes, his ruthless wife seizes control of the kingdom and keeps her beautiful 18-year-old stepdaughter, Snow White, hidden away in the palace. But when the princess attracts the attention of a charming and wealthy visiting prince, the jealous Queen banishes the girl to a nearby forest. Taken in by a band of rebellious but kindhearted dwarfs, Snow White blossoms into a brave young woman determined to save her country from the Queen. With the support of her new friends, she roars into action to reclaim her birthright and win back her Prince in this magical adventure comedy that will capture the hearts and imaginations of audiences the world over.",Mirror Mirror,"45,549","Marc Klein, Jason Keller, Melisa Wallack"
16117,5.3,R,Lynn Shelton,"1,414",80051,Hollywood / English,English,"17 Sep, 2013",Jan 19 2013,88 min,"A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.",Touchy Feely,"7,198",Lynn Shelton
16118,5.4,,Todd Levin,"2,431",80050,Hollywood / English,English,"17 Sep, 2013",Nov 01 2012,83 min,A couple facing marital problems after losing their child finds their life together further complicated by a mysterious visitor.,Static,"9,920","Gabriel Cowan, Gabriel Cowan"
16119,6.3,R,Michael Dowse,"34,948",6652,Hollywood / English,English,"05 Mar, 2011",Mar 04 2011,114,"It's the late 1980s, when Wall Street is riding high, and it seems as if the entire country is cashing in on the bumper profits. Disgusted with the materialism that surrounds him, Matt Franklin, a brilliant young MIT graduate, has walked out on his well-paid position at a local lab and taken a low-level job as a video clerk, much to his father Bill's consternation. And the crises keep piling up in Matt's life. His best buddy Barry has just gotten fired from his job, his brainy sister Wendy is getting hitched to her vapid boyfriend Kyle, and the gorgeous Tori Frederking, long-time object of Matt's unattainable adoration, is suddenly back in the picture. Now, on one wild, woolly and irresponsible evening, everything is coming to a head, with explosive results.",Take Me Home Tonight,"86,887","Jackie Filgo, Jeff Filgo, Topher Grace"
16120,6.2,,Shyam Benegal,"6,232",80049,Bollywood / Indian,"Hindi,Urdu,Rajasthani","17 Sep, 2013",Jan 19 2001,2h 33min,"The film begins with Riyaz (Rajat Kapoor), Zubeida's son setting out to research her life, and to meet the people who knew her. The story is thus told in the form of memories/reminiscences. Zubeida is a Muslim actress, who's career aspirations are thwarted by her film-producer father (Puri) who looks down upon a woman in acting. He arranges her marriage to her friend's son, but that breaks up after the birth of her son. Zubeida is now back at her parent's home, sad and depressed. Rose (Lilette Dubey) her father's mistress tries to cheer-up Zubeida by taking her out. On one of these outings, Zubeida meets Prince Vijayendra (Victor) Singh of Fatehpur (Bajpai). Quite taken with her, the Prince woos and marries her. Zubeida, now the 2nd wife of a Hindu prince, leaves her son behind with her mother (Sikri) and comes to live at Fatehpur. Here she meets the much older Mandira Devi (Rekha) the Prince's first wife, learns about the etiquette of being a Rani, and of the duties her husband has ...",Zubeidaa,"15,959","Khalid Mohamed, Javed Siddiqui"
16121,8.3,,Hrishikesh Mukherjee,"5,537",80048,Bollywood / Indian,Hindi,"17 Sep, 2013",Mar 05 1971,2h 2min,"A melodramatic tale of a man with a terminal disease. The story begins with Dr Bhaksar winning a literary prize for his book about a patient called Anand. The rest is flashback. Anand, the title character, is suffering from lymphosarcoma of the intestine. He, however appears to be cheerful on the outside and is determined to extract as much pleasure from his remaining lifespan as is possible. Dr. Bhaskar his physician tends to Anand in his last days. After Anand dies we can however still hear his voice which was recorded on a tape. Dr Bhakser writes a book on his patient and wins a literary prize for it",Anand,"13,863","Hrishikesh Mukherjee, Gulzar"
16122,3.8,,Suparn Verma,"32,456",21257,Bollywood / Indian,Hindi,"23 Mar, 2013",Mar 22 2013,94,A single mother fights against the supernatural in order to hold on to her daughter.,Aatma,"78,958","Sudarshana Dwivedi, Suparn Verma"
16123,6.6,R,"Evan Goldberg, Seth Rogen","10,686",30615,Hollywood / English,"English,Spanish","13 Jun, 2013",Jun 12 2013,107,"All Jay Baruchel expected coming to LA was a fun time with Seth Rogen with all the wild partying to have both by themselves and at James Franco's housewarming party. Suddenly, the Rapture hits and the Biblical Apocalypse has begun. Now, Jay and Seth are desperately sheltering in James' house for rescue along with a few other friends. Together, they must band together to attempt to survive the end of the world, only for Jay to find that they are all too dumb and superficial to do it until they discover the only way out.",This Is the End,"36,367","Seth Rogen, Evan Goldberg, Jason Stone"
16124,6.9,,,"1,665",80017,Hollywood / English,English,"16 Sep, 2013",Mar 01 2013,90 min,"Hilary Swank stars as Mary and Brenda Blethyn stars as Martha, an American interior designer and British housewife who have little in common apart from the one thing they wish they didn't. When malaria strikes, the lives of these very different women change forever. They forge a deep friendship and embark on an epic journey of self-discovery to Africa, dedicating themselves to the cause of malaria prevention. Beginning to rebuild their lives, they show how ordinary people can make a difference and inspire positive change in the process. Enlisting the help of Mary's estranged father, a former politico, the two women beseech both the powers that be and ordinary people to get involved, realizing a shared responsibility to all the world's children.",Mary and Martha,"13,322",
16125,4,R,"Marco Bellone, Giovanni Consonni","11,473",80014,Hollywood / English,English,"16 Sep, 2013",May 16 2013,103,"AmeriQua is the story of a lazy recent graduate, Charlie (Bobby Kennedy), whose rich parents cut him off with a $5000 check and an ultimatum to start a life of independence and responsibility. Instead, he buys a plane ticket to Italy, gets robbed upon arrival and winds up in Bologna in the care of his new friend Lele (Lele Gabellone), the self-proclaimed King of Bologna, who lives with a scraggly punkabbestia, Ballo (Gianlucca Bazzoli), and the insatiable prostitute frequenter, Il Pisa (Giuseppe Sanfelice). In Bologna, Lele teaches Chrlie the subtle strategies that the King knows so well, namely hitting on Italian women, throwing all-night parties and inciting general anarchy. Charlie takes to it like a pro and in the process meets the dangerously beautiful Valentina (Alessandra Mastronardi) and all-American Jessica (Eva Amurri). It may have been a simple story of cultural exchange had Charlie not accidentally pissed off two vicious mafia bosses, Don Ferracane (Giancarlo Giannini) and...",Eurotrapped,"27,084","Matteo Bortolotti, Bobby Kennedy III, Caterina Mazzuccato"
16126,5.5,,,"1,718",80013,Hollywood / English,English,"16 Sep, 2013",Jun 02 2012,1h 22min,,3 Days of Normal,"10,288",
16127,5.7,PG,Adam Lipsius,"6,979",80012,Hollywood / English,English,"16 Sep, 2013",Jan 20 2012,,"Teenager Ally ""Smash"" Mash lives between the carefully painted white lines of junior tennis. Unbeaten and about to go pro, a twisted ankle intervenes, and she shows a lazy rival what it takes to win, and he shows her how to live off of the court.",16-Love,"27,836",Leigh Dunlap
16128,5.7,,,"6,298",79967,Hollywood / English,English,"14 Sep, 2013",Mar 01 2013,1h 31min,"Jackie Kimball is a likable, normal 17-year-old girl in every way but one: she has been in love all her life with her brother Matthew, one year older than her. Matthew is bringing his new girlfriend Yolanda home to dinner at the Kimball house, and Jackie's melodramatic anguish disrupts the family's preparations. Surprisingly sociable during the dinner, Jackie later confronts her brother tearfully in the attic room that is their traditional meeting place. Matthew and Jackie have been symbiotically close all their lives, but Matthew doesn't share Jackie's incestuous inclinations, and Jackie has no choice but to deal with the intrusion of adult life upon their childhood intimacy. Long widowed, Jackie's mother Alice is a sympathetic but detached presence, often found at her writing desk, drinking coffee and composing letters and journals. An older brother, Will, is an exchange student abroad; sister Jeanne, impatient with Jackie's flamboyance, is poised to leave home soon. Though Jackie ...",The Unspeakable Act,"24,271",
